Date,Open,High,Low,Close,Adj Close,Volume
2000-02-16,26.000000,27.150000,25.549999,25.700001,25.700001,10500
2000-02-17,26.000000,27.000000,24.799999,25.900000,25.900000,16900
2000-02-18,26.850000,26.850000,24.000000,24.150000,24.150000,36000
2000-02-21,25.250000,26.000000,24.750000,25.799999,25.799999,21400
2000-02-22,25.900000,25.900000,23.900000,24.100000,24.100000,14200
2000-02-23,23.000000,24.750000,22.299999,22.850000,22.850000,15600
2000-02-24,23.900000,23.900000,22.049999,22.500000,22.500000,15900
2000-02-25,22.000000,23.250000,20.750000,20.799999,20.799999,25800
2000-02-28,20.000000,22.450001,20.000000,22.450001,22.450001,11600
2000-02-29,24.000000,24.200001,23.000000,23.000000,23.000000,24600
2000-03-01,21.250000,24.000000,21.250000,22.750000,22.750000,8900
2000-03-02,22.000000,22.700001,21.000000,21.100000,21.100000,11900
2000-03-03,20.200001,20.600000,19.450001,19.549999,19.549999,15400
2000-03-06,18.100000,21.100000,18.000000,18.049999,18.049999,17000
2000-03-07,18.750000,18.750000,16.650000,16.650000,16.650000,13100
2000-03-08,17.000000,17.950001,16.650000,17.200001,17.200001,10700
2000-03-09,17.000000,17.500000,15.850000,15.900000,15.900000,29000
2000-03-10,16.750000,17.150000,15.150000,15.850000,15.850000,21000
2000-03-13,15.850000,15.850000,15.850000,15.850000,15.850000,0
2000-03-14,16.250000,16.250000,15.500000,15.800000,15.800000,35400
2000-03-15,16.000000,16.600000,15.150000,16.299999,16.299999,17600
2000-03-16,16.000000,17.400000,15.000000,17.100000,17.100000,21100
2000-03-17,17.100000,17.100000,17.100000,17.100000,17.100000,0
2000-03-20,17.100000,17.100000,17.100000,17.100000,17.100000,0
2000-03-21,18.250000,18.400000,17.299999,17.750000,17.750000,19100
2000-03-22,18.250000,19.150000,17.500000,19.150000,19.150000,11300
2000-03-23,20.600000,20.650000,18.799999,19.000000,19.000000,22400
2000-03-24,19.000000,20.500000,17.549999,17.700001,17.700001,23500
2000-03-27,19.100000,19.100000,18.100000,19.100000,19.100000,5500
2000-03-28,19.100000,19.950001,18.500000,19.799999,19.799999,9000
2000-03-29,18.500000,20.000000,18.500000,19.299999,19.299999,7600
2000-03-30,18.650000,19.250000,18.000000,18.850000,18.850000,4200
2000-03-31,17.400000,18.799999,17.400000,18.549999,18.549999,5900
2000-04-03,19.000000,19.000000,17.299999,17.450001,17.450001,3400
2000-04-04,16.200001,16.799999,16.100000,16.100000,16.100000,6800
2000-04-05,16.250000,16.500000,15.700000,16.000000,16.000000,4100
2000-04-06,16.000000,17.000000,15.000000,15.050000,15.050000,7100
2000-04-07,14.300000,16.150000,13.850000,15.800000,15.800000,21300
2000-04-10,16.950001,16.950001,15.900000,16.150000,16.150000,9300
2000-04-11,16.150000,16.150000,16.150000,16.150000,16.150000,0
2000-04-12,16.250000,16.250000,15.000000,15.450000,15.450000,9100
2000-04-13,14.500000,15.250000,14.500000,14.850000,14.850000,8500
2000-04-14,14.850000,14.850000,14.850000,14.850000,14.850000,0
2000-04-17,13.700000,13.700000,13.700000,13.700000,13.700000,14000
2000-04-18,13.500000,14.400000,13.500000,14.400000,14.400000,3600
2000-04-19,14.050000,14.450000,13.900000,14.000000,14.000000,2500
2000-04-20,13.550000,13.600000,12.900000,12.950000,12.950000,14800
2000-04-21,12.950000,12.950000,12.950000,12.950000,12.950000,0
2000-04-24,12.950000,12.950000,12.950000,12.950000,12.950000,0
2000-04-25,12.000000,12.000000,11.700000,11.700000,11.700000,2800
2000-04-26,11.700000,11.700000,11.700000,11.700000,11.700000,0
2000-04-27,11.600000,12.050000,11.250000,11.250000,11.250000,8300
2000-04-28,11.950000,12.100000,11.950000,12.100000,12.100000,8800
2000-05-01,12.100000,12.100000,12.100000,12.100000,12.100000,0
2000-05-02,13.000000,13.000000,11.250000,11.250000,11.250000,11400
