Date,Open,High,Low,Close,Adj Close,Volume
2002-02-27,1.100000,1.100000,1.100000,1.100000,0.850728,1100
2002-02-28,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-01,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-04,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-05,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-06,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-07,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-08,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-11,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-12,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-13,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-14,1.100000,1.100000,1.100000,1.100000,0.850728,0
2002-03-15,0.900000,0.900000,0.900000,0.900000,0.696050,1900
2002-03-18,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-19,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-20,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-21,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-22,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-25,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-26,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-27,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-28,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-03-29,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-01,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-02,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-03,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-04,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-05,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-08,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-09,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-10,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-11,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-12,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-15,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-16,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-17,0.900000,0.900000,0.900000,0.900000,0.696050,0
2002-04-18,0.900000,0.900000,0.900000,0.900000,0.696050,0
